response_id,timestamp,question,response,sources,confidence_score,processing_time_ms,tokens_used,model_used,cache_hit,error_message
1fbac50c-cb94-44f6-a39a-8bde723968ea,2025-09-03T17:38:49.782082,Prestations,"Les Prestations en Nature de l'Action Sanitaire, Sociale et Familiale (A.S.S.F) ont pour objectif de compléter les prestations en espèces afin de protéger la mère et l'enfant. Elles visent à pallier les insuffisances du système national de santé.","[""..."", ""..."", ""...""]",,23221.652030944824,,deepseek,,
882033ea-51ef-4edb-86fd-05703a8acb44,2025-09-03T17:39:53.078760,Comment faire une demande de pension de retraite ?,"Bonjour,

Pour effectuer votre demande de pension de retraite, vous devez d'abord vous assurer de remplir les conditions d'admission suivantes, qui sont obligatoires :

1.  **Conditions de cotisation** : Avoir cotisé au minimum 10 ans **OU** avoir capitalisé au moins 1 000 points.
2.  **Conditions d'âge** : Avoir au moins 60 ans (âge normal). Une retraite anticipée est possible à partir de 55 ans, avec un abattement de 5% par année d'anticipation.
3.  **Condition d'activité** : Avoir cessé toute activité salariée.

Une fois ces conditions remplies, vous pouvez soumettre votre demande à l'IPRES. Il est important de noter que **la pension prend effet le premier jour du mois au cours duquel votre demande parvient à l'IPRES**.

Pour les détails spécifiques sur la procédure à suivre (où et comment retirer le formulaire de demande, quels documents fournir, etc.), les sources fournies ne contiennent malheureusement pas ces informations précises.

Je vous invite à reformuler votre question en précisant le type d'information procedural que vous recherchez, ou à contacter directement l'IPRES pour obtenir un guide complet des démarches.","[""..."", ""..."", ""...""]",,33926.78952217102,,deepseek,,
6a6daa57-4b8e-4020-a2d4-d5327b5b6aba,2025-09-03T17:40:13.761220,Allocation familiale,"Les allocations familiales de la CSS sont versées mensuellement. Le montant varie selon le nombre d'enfants à charge et leur âge. Pour connaître le montant exact applicable à votre situation, veuillez consulter le barème en vigueur auprès de votre agence CSS.","[""Base de connaissances CSS...""]",,,,deepseek,,
b718bd1d-a3f9-4766-abca-6b32e94fed53,2025-09-03T20:47:02.172843,Comment faire une demande de pension de retraite ?,"Bonjour,

En ma qualité d'expert de la Caisse de Sécurité Sociale du Sénégal, je me permets de vous informer que les documents fournis en contexte détaillent les conditions d'éligibilité et le calcul de la pension de retraite, mais ils ne contiennent pas les informations spécifiques sur la procédure à suivre pour déposer une demande.

Les sources mentionnent uniquement que **""Les allocations prennent effet le premier jour du mois au cours duquel la demande parvient à l'IPRES""**, sans indiquer le processus pour la soumettre.

Par conséquent, je vous invite à reformuler votre question pour des aspects comme les conditions d'admission ou le calcul de la pension. Pour connaître la procédure exacte de demande (formulaires, pièces justificatives, canaux de dépôt), je vous recommande de vous rapprocher directement de l'IPRES pour obtenir un guide complet et précis.

Je reste à votre disposition pour toute autre question concernant les conditions d'accès à la retraite.","[""..."", ""..."", ""...""]",,29222.27382659912,,deepseek,,
1bf54d85-0921-4636-86c8-e0842a070e4c,2025-09-03T21:12:48.330559,Comment s'inscrire à la CSS ?,"Pour s'inscrire à la CSS, vous devez fournir : une copie de votre pièce d'identité, un certificat de travail, les bulletins de salaire des 3 derniers mois, une fiche d'état civil, et le formulaire d'immatriculation dûment rempli.","[""Base de connaissances CSS...""]",,2.9993057250976562,,deepseek,,
8c873c61-818f-4a2b-a799-152d374182ae,2025-09-03T21:14:38.560123,Quels sont les avantages de la CSS ?,"Bonjour,

Sur la base des informations qui m'ont été fournies, le document ne contient pas de détails spécifiques sur les avantages offerts par la Caisse de Sécurité Sociale (CSS).

Les sources mentionnent que la CSS, conjointement avec l'IPRES, attribue un numéro d'identification unique à chaque participant, qui le suit tout au long de sa carrière. Cependant, la nature précise des prestations ou avantages liés à ce numéro et aux cotisations n'est pas détaillée dans le contexte fourni.

Afin de mieux vous répondre, pourriez-vous reformuler votre question ? Par exemple, vous pourriez préciser si vous souhaitez des informations sur les avantages liés à la retraite, à la santé, aux prestations familiales, ou à un autre domaine spécifique de la sécurité sociale.

Je reste à votre disposition pour toute précision.","[""..."", ""..."", ""...""]",,23738.40856552124,,deepseek,,
58fffceb-b1e0-4b75-82cb-a4aaea689db9,2025-09-03T21:20:09.252104,Les prestations,"Bonjour,

En tant qu'assistant de la Caisse de Sécurité Sociale du Sénégal, je me base sur les informations fournies pour vous répondre.

Les Prestations en Nature de l'Action Sanitaire, Sociale et Familiale (A.S.S.F) ont pour objectif de **compléter les prestations en espèces pour protéger la mère et l'enfant en palliant les insuffisances du système national de santé**.

Concernant les autres prestations, les informations disponibles précisent que les **prestations familiales** sont une branche distincte de cotisation, mais leur nature détaillée n'est pas incluse dans le contexte fourni.

Pour obtenir des détails plus complets sur l'étendue des prestations couvertes (comme les soins médicaux, les allocations, etc.), je vous invite à reformuler ou préciser votre question.","[""..."", ""..."", ""...""]",,25675.170183181763,,deepseek,,
4a589c63-2e65-4863-bf40-dc9cfaaaaa77,2025-09-03T22:08:14.270328,Salut,Salut ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,0.5083084106445312,,deepseek,,
2821e029-ea5d-4a44-8233-7416221cdc93,2025-09-03T22:09:15.717571,Comment faire une demande de pension de retraite ?,"Bonjour,

En ma qualité d'expert de la Caisse de Sécurité Sociale du Sénégal, je vous informe que les sources fournies détaillent les conditions d'éligibilité et le calcul de la pension de retraite, mais elles ne contiennent malheureusement pas les informations spécifiques sur la procédure à suivre pour déposer une demande.

Les documents mentionnent uniquement que **""Les allocations prennent effet le premier jour du mois au cours duquel la demande parvient à l'IPRES""**, ce qui confirme que la demande doit être adressée à l'IPRES (Institution de Prévoyance Retraite du Sénégal), sans plus de précision sur le processus.

Par conséquent, je ne peux pas vous indiquer avec précision comment effectuer cette demande (les documents à rassembler, le formulaire à utiliser, le canal de dépôt...).

Je vous invite à reformuler votre question pour obtenir des informations sur les conditions d'admission ou le calcul de la pension, ou à contacter directement l'IPRES pour connaître la procédure exacte de demande.

Je reste à votre disposition pour toute autre question.","[""..."", ""..."", ""...""]",,28300.82607269287,,deepseek,,
1c57239c-35d5-4e9f-9bc5-16833f298ed3,2025-09-03T22:34:02.341472,Salut,Salut ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,,,deepseek,,
85d7bc97-358f-4707-99ea-54e6be3314a7,2025-09-03T22:34:35.757169,Les prestations,"Bonjour,

D'après les informations dont je dispose, les Prestations en Nature de l'Action Sanitaire, Sociale et Familiale (A.S.S.F) ont pour objectif principal de **compléter les prestations en espèces**.

Leur mission spécifique est de **protéger la mère et l'enfant** en **palliant les insuffisances du système national de santé**.

Pour obtenir des détails plus précis sur les types de prestations ou les conditions d'accès, je vous invite à reformuler votre question.","[""..."", ""..."", ""...""]",,18364.57061767578,,deepseek,,
bf4e40d2-a0ca-4c06-913f-2d3ca62d68cd,2025-09-03T22:36:38.708660,Comment faire une demande de pension de retraite ?,"Bonjour,

En ma qualité d'expert de la Caisse de Sécurité Sociale du Sénégal, je me permets de vous informer que les sources fournies détaillent les conditions d'éligibilité et le calcul de la pension de retraite, mais elles ne contiennent malheureusement pas les informations spécifiques sur la procédure à suivre pour déposer une demande.

Les documents consultés indiquent uniquement que **la prise d'effet de la pension intervient le premier jour du mois au cours duquel la demande parvient à l'IPRES**.

Pour obtenir des instructions précises sur la démarche à entreprendre (formulaire à utiliser, pièces justificatives à fournir, point de dépôt, etc.), je vous invite à reformuler votre question ou à vous rapprocher directement de l'IPRES pour une information complète et à jour.

Je reste à votre disposition pour toute autre question concernant les conditions d'admission ou le calcul de votre pension.","[""..."", ""..."", ""...""]",,22539.334058761597,,deepseek,,
d0d7dd2f-f5a6-4b77-9b18-9b163a7f24f4,2025-09-03T22:52:18.707449,Prestations,"Bonjour,

En ma qualité d'expert de la Caisse de Sécurité Sociale du Sénégal, je me permets de vous présenter une synthèse des prestations mentionnées dans les documents fournis.

Les prestations se divisent en deux catégories principales :

1.  **Les Prestations en Nature de l'Action Sanitaire, Sociale et Familiale (A.S.S.F)**
    *   **Objectif :** Compléter les prestations en espèces pour protéger la mère et l'enfant en palliant les insuffisances du système national de santé.

2.  **Les Prestations en cas de décès**
    Ces prestations sont versées sous forme de rentes calculées sur la base du salaire annuel de la victime, avec une limite globale ne pouvant excéder 85% de ce salaire.
    *   **Rente au conjoint survivant :**
        *   **Conditions :** Mariage constaté avant le décès, absence de divorce, de séparation ou de condamnation pour abandon de famille.
        *   **Montant :** 30% du salaire annuel.
        *   **Polygamie :** Répartition égale du montant entre les veuves.
        *   **Remariage :** Cessation du droit s'il n'y a pas d'enfant à charge, avec le versement d'une indemnité forfaitaire équivalente à 3 fois le montant de la rente. Le rachat est reporté en présence d'enfants ayants-droit.

    *   **Rente aux enfants :**
        *   **Barème :**
            *   1 enfant : 15% du salaire annuel
            *   2 enfants : 30% du salaire annuel
            *   3 enfants : 40% du salaire annuel
            *   Chaque enfant supplémentaire : +10%

    *   **Rente aux ascendants :**
        *   **Conditions :** Être à la charge de la victime au moment de l'accident et ne pas disposer de ressources suffisantes.
        *   **Montant :** 10% par ascendant, avec un maximum de 30% au total.

Pour toute précision sur un type de prestation spécifique, n'hésitez pas à reformuler votre demande.","[""..."", ""..."", ""...""]",,36446.178913116455,,deepseek,,
0ba68697-d3fd-435c-b4d3-630dcbac8b3d,2025-09-03T23:12:05.729903,Salut,Salut ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,,,deepseek,,
be9fa15a-272c-4550-bc47-d87c71dcd4e8,2025-09-03T23:26:53.907863,Salut,Salut ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,,,deepseek,,
16667db8-8c0f-44f7-b98c-298d8389e3bd,2025-09-03T23:28:11.039453,Les prestations,"Bonjour,

En me basant sur les informations fournies, voici ce que je peux vous communiquer concernant les prestations.

Les Prestations en Nature de l'Action Sanitaire, Sociale et Familiale (A.S.S.F) ont pour objectif de compléter les prestations en espèces afin de protéger la mère et l'enfant. Leur rôle est de pallier les insuffisances du système national de santé.

Concernant les Prestations Familiales (PF), elles constituent une branche distincte de cotisation. L'assiette pour le calcul des cotisations pour cette branche est plafonnée à 63 000 F CFA.

Pour toute question plus spécifique sur les types de prestations ou leurs conditions d'attribution, je vous invite à reformuler votre demande.","[""..."", ""..."", ""...""]",,19387.519598007202,,deepseek,,
bf1384a1-de02-40c0-8e04-b393c3fd88ef,2025-09-03T23:43:26.796206,Salut,Salut ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,,,deepseek,,
d2c6704f-a85e-4c2b-962b-5283018d73a7,2025-09-03T23:50:08.638632,Bonjour,Bonjour ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,,,deepseek,,
b0ea9561-4a8f-49bd-8a7b-50d693252d08,2025-09-03T23:50:37.195945,Les prestations familiales,"Les allocations familiales de la CSS sont versées mensuellement. Le montant varie selon le nombre d'enfants à charge et leur âge. Pour connaître le montant exact applicable à votre situation, veuillez consulter le barème en vigueur auprès de votre agence CSS.","[""Base de connaissances CSS...""]",,,,deepseek,,
a94f46b6-d473-4405-9b97-3082354ae3f5,2025-09-03T23:52:03.933201,Salut,Salut ! Comment puis-je vous aider aujourd'hui ?,"[""Base de connaissances CSS...""]",,5.562305450439453,,deepseek,,
21526264-e658-42fe-80a4-44381ed3838b,2025-09-04T15:04:55.264960,Les prestations familiales,"Les allocations familiales de la CSS sont versées mensuellement. Le montant varie selon le nombre d'enfants à charge et leur âge. Pour connaître le montant exact applicable à votre situation, veuillez consulter le barème en vigueur auprès de votre agence CSS.","[""Base de connaissances CSS...""]",0.85,,,predefined_qa,,
3da89808-1db0-4736-ae05-c753d1eca281,2025-09-04T15:21:13.277898,Les prestations familiales,"Les allocations familiales de la CSS sont versées mensuellement. Le montant varie selon le nombre d'enfants à charge et leur âge. Pour connaître le montant exact applicable à votre situation, veuillez consulter le barème en vigueur auprès de votre agence CSS.","[""Base de connaissances CSS...""]",0.85,,,predefined_qa,,
071d8123-8871-422c-961b-677f8a22af80,2025-09-04T15:30:03.127774,Prestations,"Bonjour,

En ma qualité d'expert de la Caisse de Sécurité Sociale du Sénégal, je me permets de vous présenter une synthèse des prestations évoquées dans votre demande.

Les prestations de l'Action Sanitaire, Sociale et Familiale (A.S.S.F) ont pour objectif de **compléter les prestations en espèces pour protéger la mère et l'enfant**, en palliant les insuffisances du système national de santé.

Concernant les **prestations en cas de décès**, les informations suivantes s'appliquent :

**1. Rente au conjoint survivant :**
*   **Conditions :** Mariage constaté avant le décès, et absence de divorce, séparation ou condamnation pour abandon de famille.
*   **Montant :** 30% du salaire annuel de la victime.
*   **Cas de polygamie :** La rente est répartie de manière égale entre les veuves.
*   **En cas de remariage :** Le droit à la rente cesse s'il n'y a pas d'enfant à charge. Le conjoint survivant reçoit alors une indemnité forfaitaire équivalente à 3 fois le montant de la rente. Le rachat est reporté en présence d'enfants ayants-droit.

**2. Rente aux enfants :**
Le montant est calculé selon le barème suivant, en pourcentage du salaire annuel de la victime :
*   1 enfant : 15%
*   2 enfants : 30%
*   3 enfants : 40%
*   Chaque enfant supplémentaire : +10%

**3. Rente aux ascendants :**
*   **Conditions :** L'ascendant doit avoir été à la charge de la victime au moment de l'accident et ne pas disposer de ressources suffisantes.
*   **Montant :** 10% par ascendant, avec un maximum de 30% au total.

**Limite globale :** L'ensemble des rentes versées (conjoint, enfants et ascendants) ne peut excéder **85% du salaire annuel** de la victime.

Pour toute précision sur un cas spécifique, n'hésitez pas à nous contacter directement.","[""..."", ""..."", ""...""]",,37093.767166137695,,deepseek,,
529caedf-3453-4a35-843d-2a9c8d3bc2be,2025-09-04T15:31:23.966950,Les prestations,"Bonjour,

En me basant sur les informations fournies, je peux vous informer sur l'objectif général des prestations en nature de l'Action Sanitaire, Sociale et Familiale (A.S.S.F).

L'objectif principal de ces prestations est de **compléter les prestations en espèces pour protéger la mère et l'enfant**. Elles visent spécifiquement à **pallier les insuffisances du système national de santé**.

Pour obtenir des détails plus précis sur les types de prestations ou les conditions d'accès, je vous invite à reformuler votre question. Je suis à votre disposition pour vous accompagner.","[""..."", ""..."", ""...""]",,18855.421781539917,,deepseek,,
cf090bd8-ad7d-48d3-b8ef-a6b04e92acb3,2025-09-04T15:37:42.475743,Comment faire une demande de pension de retraite ?,"Bonjour,

Pour faire une demande de pension de retraite, vous devez adresser votre dossier à l'IPRES (Institution de Prévoyance Retraite du Sénégal).

Selon les informations dont je dispose, la prise d'effet de votre pension est une information cruciale : **les allocations prennent effet le premier jour du mois au cours duquel votre demande parvient à l'IPRES**.

Cela signifie qu'il est important de bien caler l'envoi de votre dossier pour que votre pension commence à vous être versée au plus tôt.

Malheureusement, les sources fournies ne détaillent pas la liste exacte des pièces justificatives à joindre ni les modalités pratiques de dépôt (en ligne, par courrier, ou en agence).

Pour une procédure complète et précise, je vous recommande de **reformuler votre question** en demandant spécifiquement quelles sont **les pièces à fournir** et **les démarches à suivre** pour constituer et envoyer le dossier de demande.

Je reste à votre disposition pour toute information complémentaire.","[""..."", ""..."", ""...""]",,29655.31086921692,,deepseek,,
12c0afff-c0bb-4d3e-adbd-2af5e23a6562,2025-09-04T15:42:34.252512,Allocation familiale,"Les allocations familiales de la CSS sont versées mensuellement. Le montant varie selon le nombre d'enfants à charge et leur âge. Pour connaître le montant exact applicable à votre situation, veuillez consulter le barème en vigueur auprès de votre agence CSS.","[""Base de connaissances CSS...""]",0.85,,,predefined_qa,,
b44bcfbe-3b6f-482e-bf53-e7f301c4f770,2025-09-04T15:44:01.052801,Comment déclarer un accident de travail ?,"Pour déclarer un accident de travail, l'employeur a l'obligation d'accomplir les formalités suivantes dans un délai de 48 heures :

*   Adresser une déclaration d'accident du travail à l'Inspection du Travail et à la Caisse de Sécurité Sociale.
*   Fournir un carnet d'accident à la victime.
*   Assurer les soins de première urgence.
*   Aviser le médecin de l'entreprise ou le médecin le plus proche.
*   Diriger la victime vers le service médical approprié.

**En cas de carence de l'employeur**, la victime ou ses ayants-droit disposent d'un délai de **2 ans** pour effectuer eux-mêmes la déclaration.

**Note importante :** La date de première constatation médicale est considérée comme la date de l'accident.","[""..."", ""..."", ""...""]",,24058.502197265625,,deepseek,,
e2b8431a-c269-471e-95b7-d126efe536ef,2025-09-04T15:57:53.559637,Comment faire une demande de pension de retraite ?,"Bonjour,

Pour faire une demande de pension de retraite, vous devez adresser votre dossier à l'IPRES (Institution de Prévoyance Retraite du Sénégal).

Selon les informations dont je dispose, la prise d'effet de votre pension est directement liée à la date de réception de votre demande. En effet, **les allocations prennent effet le premier jour du mois au cours duquel la demande parvient à l'IPRES**.

Pour que votre demande soit recevable, vous devez au préalable remplir les conditions d'admission suivantes :
*   **Conditions de cotisation** : Avoir cotisé au minimum 10 ans **ou** avoir capitalisé au moins 1 000 points.
*   **Conditions d'âge** : Avoir au moins 60 ans (âge normal). Une retraite anticipée est possible à partir de 55 ans, mais elle est soumise à un abattement de 5% par année d'anticipation.
*   **Condition d'activité** : Avoir cessé toute activité salariée.

Malheureusement, les documents fournis ne détaillent pas la liste exacte des pièces à fournir ni les canaux de dépôt (en ligne, par courrier, accueil). Je vous recommande de contacter directement l'IPRES pour obtenir ces informations précises et ainsi constituer votre dossier complet.

Cordialement,
Votre assistant de la Caisse de Sécurité Sociale du Sénégal.","[""..."", ""..."", ""...""]",,35936.27905845642,,deepseek,,
fc631527-04d8-49f1-93f8-57aeb4186d00,2025-09-04T16:01:52.263539,Les allocations familiales,"Les allocations familiales de la CSS sont versées mensuellement. Le montant varie selon le nombre d'enfants à charge et leur âge. Pour connaître le montant exact applicable à votre situation, veuillez consulter le barème en vigueur auprès de votre agence CSS.","[""Base de connaissances CSS...""]",0.85,,,predefined_qa,,
5710e6c0-2b8a-4ee1-bfd6-cdfce2a3c85d,2025-09-04T16:05:45.850189,Comment faire une demande de pension de retraite ?,"Bonjour,

Pour faire une demande de pension de retraite, vous devez adresser votre dossier à l'IPRES (Institution de Prévoyance Retraite du Sénégal).

La date de prise d'effet de votre pension est une information cruciale : **les allocations prennent effet le premier jour du mois au cours duquel votre demande parvient à l'IPRES**.

Pour que votre demande soit recevable, vous devez au préalable remplir les conditions d'admission suivantes :
*   **Conditions de cotisation :** Avoir cotisé au minimum 10 ans **ou** avoir capitalisé au moins 1 000 points.
*   **Conditions d'âge :** Avoir au moins 60 ans (âge normal). Une retraite anticipée est possible à partir de 55 ans, mais elle subira un abattement de 5% par année d'anticipation.
*   **Condition d'activité :** Avoir cessé toute activité salariée.

Pour connaître les documents spécifiques à fournir et obtenir le formulaire de demande, je vous invite à vous rapprocher directement des services de l'IPRES, car ces détails pratiques ne figurent pas dans les sources fournies.

Cordialement,
Votre assistant de la Caisse de Sécurité Sociale du Sénégal.","[""..."", ""..."", ""...""]",,33988.150119781494,,deepseek,,
